scenario,requests,unique_prompts,ttft_s_mean,total_s_mean,tokens_per_s_mean,first_token_total_s_mean,continuation_total_s_mean,tokenize_s_mean,rpp_forward_s_mean,prefetch_s_mean,prefetch_bytes_mean,predicted_slots_mean,prefetch_slots_found_mean,major_faults_mean,first_token_major_faults_mean,continuation_major_faults_mean,minor_faults_mean,first_token_minor_faults_mean,continuation_minor_faults_mean,prefetch_mb_mean
rpp-first-token-cpu,60,20,5.432922637462616,16.164099411169687,1.9360693799520827,5.435722557703654,8.956265068054199,0.8720720052719116,0.1817720890045166,0.7182676911354064,611516416.0,320.0,320.0,210662.31666666668,84017.71666666666,126644.6,649396.6166666667,333557.26666666666,315839.35,611.516416
two-step-no-rpp-cpu,60,20,5.452078747749328,12.665948828061422,2.499429802338049,5.454180614153544,7.211768213907877,0.0,0.0,0.0,0.0,0.0,0.0,175989.1,86837.9,89151.2,589653.05,349224.4,240428.65,0.0
