scenario,requests,unique_prompts,ttft_s_mean,total_s_mean,tokens_per_s_mean,first_token_total_s_mean,continuation_total_s_mean,tokenize_s_mean,rpp_forward_s_mean,prefetch_s_mean,prefetch_bytes_mean,predicted_slots_mean,prefetch_slots_found_mean,major_faults_mean,first_token_major_faults_mean,continuation_major_faults_mean,minor_faults_mean,first_token_minor_faults_mean,continuation_minor_faults_mean,prefetch_mb_mean
two-step-no-rpp-gpu,60,20,3.0565252621968586,4.99057959318161,6.4238903922113515,3.059972389539083,1.9306072036425272,0.0,0.0,0.0,0.0,0.0,0.0,122608.36666666667,99599.8,23008.566666666666,169013.58333333334,121294.31666666667,47719.26666666667,0.0
