scenario,requests,unique_prompts,ttft_s_mean,ttft_s_median,ttft_s_min,ttft_s_max,total_s_mean,total_s_median,total_s_min,total_s_max,tokens_per_s_mean,tokens_per_s_median,tokens_per_s_min,tokens_per_s_max,major_faults_mean,major_faults_median,major_faults_min,major_faults_max,minor_faults_mean,minor_faults_median,minor_faults_min,minor_faults_max,rss_delta_kb_mean,rss_delta_kb_median,rss_delta_kb_min,rss_delta_kb_max,swap_free_delta_kb_mean,swap_free_delta_kb_median,swap_free_delta_kb_min,swap_free_delta_kb_max,swap_cached_delta_kb_mean,swap_cached_delta_kb_median,swap_cached_delta_kb_min,swap_cached_delta_kb_max,mem_available_delta_kb_mean,mem_available_delta_kb_median,mem_available_delta_kb_min,mem_available_delta_kb_max,cached_delta_kb_mean,cached_delta_kb_median,cached_delta_kb_min,cached_delta_kb_max,stream_chunks_mean,stream_chunks_median,stream_chunks_min,stream_chunks_max
two-step-no-rpp-gpu,60,20,3.0565252621968586,2.7445298433303833,1.4878711700439453,6.739701271057129,4.99057959318161,4.74606728553772,3.152876853942871,8.220625400543213,6.4238903922113515,6.566919321115067,2.482038627403117,10.149460788480205,122608.36666666667,87196.0,10481.0,397616.0,169013.58333333334,157161.0,94073.0,249106.0,1978756.8,1786162.0,-262384.0,4407272.0,-96529.4,-94584.0,-356844.0,161716.0,5769.266666666666,4038.0,-73308.0,76348.0,73405.26666666666,51312.0,-270272.0,439124.0,533066.6666666666,569074.0,-213272.0,1635584.0,31.0,32.0,12.0,32.0
