scenario,requests,unique_prompts,ttft_s_mean,total_s_mean,tokens_per_s_mean,first_token_total_s_mean,continuation_total_s_mean,tokenize_s_mean,rpp_forward_s_mean,prefetch_s_mean,prefetch_bytes_mean,predicted_slots_mean,prefetch_slots_found_mean,major_faults_mean,first_token_major_faults_mean,continuation_major_faults_mean,minor_faults_mean,first_token_minor_faults_mean,continuation_minor_faults_mean,prefetch_mb_mean
rpp-first-token-cpu,60,20,5.432922637462616,16.164099411169687,1.9360693799520827,5.435722557703654,8.956265068054199,0.8720720052719116,0.1817720890045166,0.7182676911354064,611516416.0,320.0,320.0,210662.31666666668,84017.71666666666,126644.6,649396.6166666667,333557.26666666666,315839.35,611.516416
rpp-first-token-gpu,60,20,2.990593953927358,5.8281156818072,5.489300579515333,2.9936025540033975,1.7516732573509217,0.7869874517122905,0.14743101994196575,0.14842139879862468,486539264.0,256.0,256.0,105537.93333333333,88850.13333333333,16687.616666666665,154872.75,112453.71666666666,42419.03333333333,486.539264
