scenario,requests,unique_prompts,ttft_s_mean,total_s_mean,tokens_per_s_mean,first_token_total_s_mean,continuation_total_s_mean,tokenize_s_mean,rpp_forward_s_mean,prefetch_s_mean,prefetch_bytes_mean,predicted_slots_mean,prefetch_slots_found_mean,major_faults_mean,first_token_major_faults_mean,continuation_major_faults_mean,minor_faults_mean,first_token_minor_faults_mean,continuation_minor_faults_mean,prefetch_mb_mean
rpp-first-token-gpu,60,20,2.9114587704340615,5.932579938570658,5.312513675851927,2.915021824836731,2.020845337708791,0.7984998186429342,0.15654882192611694,0.0416641354560852,121634816.0,64.0,64.0,88135.28333333334,62400.6,25734.65,180689.73333333334,129931.61666666667,50758.11666666667,121.634816
