scenario,op_offload_min_batch,requests,mean_total_s,mean_ttft_s,mean_tokens_per_s,mean_major_faults,mean_read_bytes,moe_compute_backends,mean_moe_compute_events,mean_moe_mul_mat_id_events,mean_moe_trace_events,mean_moe_trace_demand_payload_mb,mean_moe_trace_payload_mb,mean_moe_trace_copied_mb,mean_moe_trace_ranges,mean_moe_trace_enqueue_ms,mean_cache_hit_rate_pct,mean_cache_hits,mean_cache_misses,mean_cache_bypasses,mean_cache_h2d_mb,mean_cache_d2d_mb,mean_rpp_hint_candidates,mean_rpp_hint_hit_rate_pct,mean_rpp_hint_h2d_mb,mean_runtime_total_h2d_mb,cache_statuses,max_cache_slots,max_cache_slot_mb
phase5-two-step-demand-only-runtime-cache-4096mb,1,1,5.6840925216674805,2.8779447078704834,5.629746503600632,7605.0,5831507968.0,"CPU,CUDA0",8160.0,4080.0,4077.0,25754.042368,9880.223744,9888.151552,15538.0,5119.018,61.583345695495225,24908.0,15538.0,0.0,9880.223744,25774.70464,0.0,0.0,0.0,9880.223744,gpu_lru_staging,7275,0.860672
phase5-two-step-real-rpp-fto_admit1_freq64-top8-runtime-cache-4096mb,1,1,5.575379848480225,3.12712025642395,5.739519256023924,7244.0,5547192320.0,"CPU,CUDA0",8160.0,4080.0,4077.0,25754.042368,9794.740224,9802.599424,15404.0,4990.876,61.9146516342778,25042.0,15404.0,0.0,9794.740224,25774.70464,4077.0,93.03409369634535,180.666368,9975.406592,gpu_lru_staging,7275,0.860672
