scenario,requests,mean_total_s,mean_ttft_s,mean_tokens_per_s,mean_major_faults,mean_read_bytes,moe_compute_backends,mean_moe_compute_events,mean_moe_mul_mat_id_events,mean_moe_trace_events,mean_moe_trace_payload_mb,mean_moe_trace_copied_mb,mean_moe_trace_ranges,mean_moe_trace_enqueue_ms
gpu-cpu-moe-phase1,1,5.099682569503784,2.651109218597412,6.274900361712848,144317.0,5611941888.0,"CPU,CUDA0",8160.0,4080.0,0.0,0.0,0.0,0.0,0.0
