scenario,op_offload_min_batch,requests,mean_total_s,mean_ttft_s,mean_tokens_per_s,mean_major_faults,mean_read_bytes,moe_compute_backends,mean_moe_compute_events,mean_moe_mul_mat_id_events,mean_moe_trace_events,mean_moe_trace_payload_mb,mean_moe_trace_copied_mb,mean_moe_trace_ranges,mean_moe_trace_enqueue_ms
gpu-cpu-moe-expert-gpu-offload,1,1,6.477915525436401,2.7082760334014893,4.939860650289082,8116.0,5739175936.0,"CPU,CUDA0",8160.0,4080.0,4077.0,25581.740032,25600.924672,37569.0,6089.423
