scenario,op_offload_min_batch,requests,mean_total_s,mean_ttft_s,mean_tokens_per_s,mean_major_faults,mean_read_bytes,moe_compute_backends,mean_moe_compute_events,mean_moe_mul_mat_id_events,mean_moe_trace_events,mean_moe_trace_demand_payload_mb,mean_moe_trace_payload_mb,mean_moe_trace_copied_mb,mean_moe_trace_ranges,mean_moe_trace_enqueue_ms,mean_cache_hit_rate_pct,mean_cache_hits,mean_cache_misses,mean_cache_bypasses,mean_cache_h2d_mb,mean_cache_d2d_mb,mean_rpp_hint_candidates,mean_rpp_hint_hit_rate_pct,mean_rpp_hint_h2d_mb,mean_runtime_total_h2d_mb,cache_statuses,max_cache_slots,max_cache_slot_mb
phase5-two-step-demand-only-runtime-cache-4096mb,1,1,5.321213483810425,2.9094111919403076,6.0136658860537535,6852.0,5511655424.0,"CPU,CUDA0",8160.0,4080.0,4077.0,25754.042368,9880.223744,9888.151552,15538.0,4843.932,61.583345695495225,24908.0,15538.0,0.0,9880.223744,25774.70464,0.0,0.0,0.0,9880.223744,gpu_lru_staging,7275,0.860672
phase5-two-step-real-rpp-top4-runtime-cache-4096mb,1,1,6.224888801574707,3.6051759719848633,5.140654077532273,8683.0,5200576512.0,"CPU,CUDA0",8160.0,4080.0,4077.0,25754.042368,10013.155328,10021.188096,15746.0,5436.753,61.069079760668544,24700.0,15746.0,0.0,10013.155328,25774.70464,16308.0,92.86239882266372,740.753408,10753.908736,gpu_lru_staging,7275,0.860672
