scenario,op_offload_min_batch,requests,mean_total_s,mean_ttft_s,mean_tokens_per_s,mean_major_faults,mean_read_bytes,moe_compute_backends,mean_moe_compute_events,mean_moe_mul_mat_id_events,mean_moe_trace_events,mean_moe_trace_demand_payload_mb,mean_moe_trace_payload_mb,mean_moe_trace_copied_mb,mean_moe_trace_ranges,mean_moe_trace_enqueue_ms,mean_cache_hit_rate_pct,mean_cache_hits,mean_cache_misses,mean_cache_bypasses,mean_cache_h2d_mb,mean_cache_d2d_mb,cache_statuses,max_cache_slots,max_cache_slot_mb
gpu-cpu-moe-expert-gpu-offload-runtime-cache-2048mb,1,1,6.079117298126221,2.9349446296691895,5.263922117420473,8265.0,6007435264.0,"CPU,CUDA0",8160.0,4080.0,4077.0,25581.740032,14407.696384,14419.240448,22634.0,5507.636,43.66288331342095,17542.0,22634.0,0.0,14407.696384,25602.259456,gpu_lru_staging,3637,0.860672
