scenario,op_offload_min_batch,requests,mean_total_s,mean_ttft_s,mean_tokens_per_s,mean_major_faults,mean_read_bytes,moe_compute_backends,mean_moe_compute_events,mean_moe_mul_mat_id_events,mean_moe_trace_events,mean_moe_trace_demand_payload_mb,mean_moe_trace_payload_mb,mean_moe_trace_copied_mb,mean_moe_trace_ranges,mean_moe_trace_enqueue_ms,mean_cache_hit_rate_pct,mean_cache_hits,mean_cache_misses,mean_cache_bypasses,mean_cache_h2d_mb,mean_cache_d2d_mb,mean_rpp_hint_candidates,mean_rpp_hint_hit_rate_pct,mean_rpp_hint_h2d_mb,mean_runtime_total_h2d_mb,cache_statuses,max_cache_slots,max_cache_slot_mb
phase5-two-step-demand-only-runtime-cache-4096mb,1,1,5.744553565979004,2.880922317504883,5.5704937959868195,7930.0,5808750592.0,"CPU,CUDA0",8160.0,4080.0,4077.0,25754.042368,9880.223744,9888.151552,15538.0,5110.105,61.583345695495225,24908.0,15538.0,0.0,9880.223744,25774.70464,0.0,0.0,0.0,9880.223744,gpu_lru_staging,7275,0.860672
phase5-two-step-real-rpp-fto_admit2_freq64-top8-runtime-cache-4096mb,1,1,6.065116882324219,3.0596678256988525,5.276073094858026,8216.0,5900251136.0,"CPU,CUDA0",8160.0,4080.0,4077.0,25754.042368,9741.303808,9749.119488,15319.0,5472.461,62.12480838649063,25127.0,15319.0,0.0,9741.303808,25774.70464,8052.0,93.00794833581719,358.252544,10099.556352,gpu_lru_staging,7275,0.860672
