scenario,op_offload_min_batch,requests,mean_total_s,mean_ttft_s,mean_tokens_per_s,mean_major_faults,mean_read_bytes,moe_compute_backends,mean_moe_compute_events,mean_moe_mul_mat_id_events,mean_moe_trace_events,mean_moe_trace_demand_payload_mb,mean_moe_trace_payload_mb,mean_moe_trace_copied_mb,mean_moe_trace_ranges,mean_moe_trace_enqueue_ms,mean_cache_hit_rate_pct,mean_cache_hits,mean_cache_misses,mean_cache_bypasses,mean_cache_h2d_mb,mean_cache_d2d_mb,cache_statuses,max_cache_slots,max_cache_slot_mb
gpu-cpu-moe-expert-gpu-offload-runtime-cache-4096mb,1,60,7.0135827422142025,3.9580991506576537,4.516956780954837,9941.716666666667,6990274082.133333,"CPU,CUDA0",7920.0,3960.0,3957.0,26213.603328,12739.401728,12749.612083200002,20016.55,6399.65655,51.185988109330694,21154.7,20016.55,0.0,12739.401728,26234.6137344,gpu_lru_staging,7275,0.860672
