scenario,op_offload_min_batch,requests,mean_total_s,mean_ttft_s,mean_tokens_per_s,mean_major_faults,mean_read_bytes,moe_compute_backends,mean_moe_compute_events,mean_moe_mul_mat_id_events,mean_moe_trace_events,mean_moe_trace_demand_payload_mb,mean_moe_trace_payload_mb,mean_moe_trace_copied_mb,mean_moe_trace_ranges,mean_moe_trace_enqueue_ms,mean_cache_hit_rate_pct,mean_cache_hits,mean_cache_misses,mean_cache_bypasses,mean_cache_h2d_mb,mean_cache_d2d_mb,cache_statuses,max_cache_slots,max_cache_slot_mb
gpu-cpu-moe-expert-gpu-offload-runtime-cache-2048mb,1,60,7.307652417818705,3.929175289471944,4.3162413541667375,10126.966666666667,7062666171.733334,"CPU,CUDA0",7920.0,3960.0,3957.0,26213.603328,16415.0226944,16428.1750784,25780.75,6724.351183333333,37.221741242784695,15390.5,25780.75,0.0,16415.0226944,26234.6137344,gpu_lru_staging,3637,0.860672
