scenario,op_offload_min_batch,requests,mean_total_s,mean_ttft_s,mean_tokens_per_s,mean_major_faults,mean_read_bytes,moe_compute_backends,mean_moe_compute_events,mean_moe_mul_mat_id_events,mean_moe_trace_events,mean_moe_trace_demand_payload_mb,mean_moe_trace_payload_mb,mean_moe_trace_copied_mb,mean_moe_trace_ranges,mean_moe_trace_enqueue_ms,mean_cache_hit_rate_pct,mean_cache_hits,mean_cache_misses,mean_cache_bypasses,mean_cache_h2d_mb,mean_cache_d2d_mb,cache_statuses,max_cache_slots,max_cache_slot_mb
gpu-cpu-moe-expert-gpu-offload,1,60,7.753434177239736,3.856069739659627,4.025686993031589,9731.85,7194496614.4,"CPU,CUDA0",7920.0,3960.0,3957.0,26213.603328,26213.603328,26232.791808,37612.8,7323.573533333333,0.0,0.0,0.0,0.0,0.0,0.0,disabled,0,0.0
